Title,Description,Author,Year,MonthDay,Link,ImageLink
Java Web Application Starter Template with Spring Boot,"Every now and then a developer or team has to work on new web projects, proof of concepts etc. For this they have to create project from scratch and configure",Pavan,2017,Mar 13,https://www.opencodez.com/java/java-web-application-starter-template-using-spring-boot.htm,https://www.opencodez.com/wp-content/uploads/2017/03/java-web-application-starter.png
Oracle Job Scheduler Guide With Examples – Part 3,"This is the last article in our 3 article series we have written on Oracle Job Scheduler. In this article, we will see the oracle job scheduling example that will",Pavan,2017,Mar 8,https://www.opencodez.com/oracle/oracle-job-scheduler-guide-examples-part-3.htm,https://www.opencodez.com/wp-content/uploads/2017/03/Windows-Batch-File.jpg
How to use RPT for Performance Testing of Web Application – Part I,RPT (Rational Performance Tester) is an excellent automation tool for performance testing provided by IBM Corporation. The latest version for RPT is V8.9 and its release in Oct 2015. This,Shilpa,2017,Mar 4,https://www.opencodez.com/software-testing/use-rpt-performance-testing-web-application-part-1.htm,https://www.opencodez.com/wp-content/uploads/2017/02/IBM-performance-tester.png
Oracle Job Scheduler Guide With Examples – Part 2,"In our earlier tutorial, we have seen some basic information on Oracle Job Scheduling. We have seen what are the core components like Job, Program, Chain etc. In this article,",Pavan,2017,Mar 2,https://www.opencodez.com/oracle/oracle-job-scheduler-guide-examples-part-2.htm,https://www.opencodez.com/wp-content/uploads/2017/03/Oracle-Scheduler.jpg
Oracle Job Scheduler Guide With Examples – Part 1,Oracle Database provides scheduling capabilities with an inbuilt Oracle Job Scheduler. Oracle has the DBMS_SCHEDULER (dbms scheduler) package which provides a collection of scheduling functions and procedures that are callable,Pavan,2017,Feb 28,https://www.opencodez.com/oracle/oracle-job-scheduler-guide-examples-part-1.htm,https://www.opencodez.com/wp-content/uploads/2017/02/Oracle-Job-Scheduler.gif
Salesforce Tutorial# 3: Introduction to Force.com,"In continuation to our Salesforce tutorial series, we are back without the next article on Force.com. It is a popular platform to create and develop applications run on clouds. The",Renuka,2017,Feb 26,https://www.opencodez.com/salesforce/introduction-force-com.htm,https://www.opencodez.com/wp-content/uploads/2017/02/Force.com_.jpg
Salesforce Tutorial# 2: Overview of Salesforce Database Concepts,"In our first tutorial, we have seen some basic concepts about cloud and cloud vendors. We learned that Salesforce.com is one such cloud vendor that has gained popularity due to",Renuka,2017,Feb 15,https://www.opencodez.com/salesforce/database-concepts-salesforce-com.htm,https://www.opencodez.com/wp-content/uploads/2017/02/Saleforec.com-database.jpg
Simple guide to open Socket Connection using Oracle PL SQL Programming,A socket is used to communicate between two programs. Socket forms one endpoint of a two-way communication link between the programs.  In this article we will see an example of,Pavan,2017,Feb 12,https://www.opencodez.com/oracle/oracle-pl-sql-programming-socket-connection.htm,https://www.opencodez.com/wp-content/uploads/2017/02/oracle-logo.png
4 Simple steps to create Requirement Traceability Matrix (RTM) – Free Sample to download,Requirement Traceability Matrix (RTM) is a table (mostly a spreadsheet) that shows if each requirement has a respective Test case/cases to make sure if the requirement is covered for testing.,Shilpa,2017,Feb 8,https://www.opencodez.com/software-testing/create-requirement-traceability-matrix-rtm-free-sample-download.htm,https://www.opencodez.com/wp-content/uploads/2017/02/Requarements-Treaceability-Matrix.png
Salesforce Tutorial# 1: Introduction to Cloud Computing (Salesforce.com and Force.com),"Cloud Computing has become a buzz word nowadays and everyone trying to cash on it. If you offer your services on the cloud, then you will find many takers for",Renuka,2017,Feb 6,https://www.opencodez.com/salesforce/cloud-computing-salesforce.htm,https://www.opencodez.com/wp-content/uploads/2017/02/cloud-computing.png
Simple Guide to Use DataTable with Spring Boot – Example With Source Code,"In this article, you will learn how to use Datatable with Sprint Boot for Serverside processing with example. Complete Source Code and supporting SQL is provided on GitHub to download.",Pavan,2017,Feb 4,https://www.opencodez.com/java/datatable-with-spring-boot.htm,https://www.opencodez.com/wp-content/uploads/2017/02/datatable.png
How to Build and Deploy Web Service and Client in Java,Web Services are most widely implemented examples of Service Oriented Architecture (SOA). A service contract is defined with the help of SOAP and Web Service Definition Language (WSDL) and that is,Renuka,2017,Jan 29,https://www.opencodez.com/java/how-to-build-and-deploy-web-service-and-client-in-java.htm,https://www.opencodez.com/wp-content/uploads/2017/01/webservices.jpg
Most Important Test Scenarios for Business Intelligence (BI)/Software Reports Testing,Business Intelligence or BI has become an integral part of every organization. Business Intelligence (BI) mainly refers to the information that is available and processed for the organization to take,Shilpa,2017,Jan 27,https://www.opencodez.com/software-testing/business-intelligence-report-testing.htm,https://www.opencodez.com/wp-content/uploads/2017/01/Report-Testing-2.jpg
Generic CSV File Reader in Java,CSV file format is widely used portable format to store and transfer data. Its used in various domains and industries as its very easy to use and understand or interpret.,Pavan,2017,Jan 18,https://www.opencodez.com/java/generic-csv-file-reader-in-java.htm,https://www.opencodez.com/wp-content/uploads/2017/01/csv.png
How to Load Application Properties from Database,Every Java application whether its simple standalone or multi aspect complex enterprise java web application it will rely on some static properties file. This property file goes through constant changes by the,Pavan,2016,Oct 3,https://www.opencodez.com/java/how-to-load-application-properties-from-database.htm,https://www.opencodez.com/wp-content/uploads/2016/10/java-spring.jpg
Easy Way to Configure Quartz Scheduler with Spring Boot – Example With Source Code,"Quartz Scheduler is a widely accepted and used open-source job scheduling library. This library can be integrated with all types of Java applications. Using this, you can convert your simple",Pavan,2016,Sep 26,https://www.opencodez.com/java/quartz-scheduler-with-spring-boot.htm,https://www.opencodez.com/wp-content/uploads/2016/09/quartz.jpg
Spring Boot – Java Development Made Easy,"If you are planning for a Java web application, first thing you will decide is to use Spring framework. This framework is best known for its Inversion Of Controller container",Pavan,2016,Sep 18,https://www.opencodez.com/java/spring-boot-java-development-made-easy.htm,https://www.opencodez.com/wp-content/uploads/2016/09/Spring-Logo.png
7 Best Practices for Video SEO to Drive More Traffic to Your Website,"Most of the user just bounces off from your site if you don’t have any fascinating contents, and this is where you can leverage the power of video. If you",Pavan,2014,May 4,https://www.opencodez.com/seo-and-content-marketing/7-best-practices-for-video-seo-to-drive-more-traffic-to-your-website.htm,https://www.opencodez.com/wp-content/uploads/2014/05/Video-Seo.jpg
What Are Some of the Trends in Copywriting and Content Marketing in 2014?,"When you are a freelance copywriter, the process of learning never really ends. You always need to be growing, challenging yourself and learning new skills in order to get ahead",Pavan,2014,Apr 30,https://www.opencodez.com/seo-and-content-marketing/what-are-some-of-the-trends-in-copywriting-and-content-marketing-in-2014.htm,https://www.opencodez.com/wp-content/uploads/2014/04/content-marketing-featured.png
"CMS for eCommerce Comparison: WordPress, Magento and Drupal",Choosing a content management system (CMS) for eCommerce can be the biggest hurdle to overcome. With so many options available – each with its own strengths and weaknesses – it’s,Pavan,2014,Apr 28,https://www.opencodez.com/how-to-guide/cms-for-ecommerce-comparison-wordpress-magento-and-drupal.htm,https://www.opencodez.com/wp-content/uploads/2014/04/cms-comparison-featured.jpg
How to Add a Shortcode in WordPress,Ever wanted to add some specialized content to your websites post or page and at the same time you don’t want to have heavy footprint of any third party plugin?,Pavan,2014,Apr 21,https://www.opencodez.com/wordpress-2/how-to-add-a-shortcode-in-wordpress.htm,https://www.opencodez.com/wp-content/uploads/2014/04/wordpress-shortcode.png
The Importance of Diversity in Link Building,"Link building can be a very valuable weapon in your SEO arsenal, so it is important to do it right. When you are building your links, you can make the",Pavan,2014,Apr 8,https://www.opencodez.com/how-to-guide/the-importance-of-diversity-in-link-building.htm,https://www.opencodez.com/wp-content/uploads/2014/04/link-building-featured.jpg
A Handy Guide to Creating Your Small Business’s First Website,"Whilst social media platforms such as Facebook, Linked In and Twitter may appear to have monopolised the internet over the past few years (and it is vitally important that your business has a",Pavan,2014,Apr 2,https://www.opencodez.com/how-to-guide/a-handy-guide-to-creating-your-small-businesss-first-website.htm,https://www.opencodez.com/wp-content/uploads/2014/04/small-business-website.jpg
Top 5 Best WordPress Plugins Your Website Must Have,Millions of website supported by WordPress are coming up everyday. WordPress is a complete website solution but sometimes you need bit more than a CMS system to establish yourself online.,Pavan,2014,Mar 27,https://www.opencodez.com/wordpress-2/top-5-best-wordpress-plugins-your-website-must-have.htm,https://www.opencodez.com/wp-content/uploads/2014/03/wordpress-plugins1.jpg
How to Setup ECommerce for WordPress Website,"Every business old or new, need a strong online presence to reach out to millions of people across the globe. If you are planning to sell something then mere creating",Pavan,2014,Mar 10,https://www.opencodez.com/web-development/how-to-setup-ecommerce-for-your-wordpress-website.htm,https://www.opencodez.com/wp-content/uploads/2014/03/WordPress-and-WooCommerce-150x100.jpg
How to Add CSS Animation to a Website Easily with Animate.css,"With every growing new day web is evolving, people are coming out with lots of new ideas and stuff to attract billions of internet savvy people. Web 2.0, HTML 5",Pavan,2014,Feb 18,https://www.opencodez.com/web-development/how-to-add-css-animation-to-website-easily.htm,https://www.opencodez.com/wp-content/uploads/2014/02/css-animation.gif
Setting up – Free Premium WordPress Theme – Aadya – Part 2,This is the second and last article in our 2 article series on how to configure Free Premium WordPress Theme Aadya. As iterated earlier the theme has premium features which can,Pavan,2014,Jan 6,https://www.opencodez.com/wordpress-2/setting-up-free-premium-wordpress-theme-aadya-part-2.htm,https://www.opencodez.com/wp-content/uploads/2014/01/screenshot.png
Setting up – Free Premium WordPress Theme – Aadya – Part 1,As shared already We have released one more awesome WordPress theme – Aadya. This time also we have built this theme on famous Twitter Bootstrap CSS Framework. We are calling,Pavan,2014,Jan 6,https://www.opencodez.com/free-wordpress-themes/preview-free-premium-wordpress-theme-aadya.htm,https://www.opencodez.com/wp-content/uploads/2014/01/screenshot.png
Top 5 Best Responsive CSS Frameworks for Web Design,"After developing two WordPress themes based on responsive css frameworks, I believe I should put in my opinion on which framework I felt is more user friendly. I have developed",Pavan,2013,Nov 27,https://www.opencodez.com/web-development/top-5-best-responsive-css-framework-for-web-design.htm,https://www.opencodez.com/wp-content/uploads/2013/11/css-frameworks.jpg
How to Install WordPress Locally using XAMPP,Few days back one of my friend asked me How to Install WordPress Locally using XAMPP. He was trying to setup a local website to try out some design and content,Pavan,2013,Oct 24,https://www.opencodez.com/web-development/how-to-install-wordpress-locally-using-xampp.htm,https://www.opencodez.com/wp-content/uploads/2013/10/xampp.jpg
Openstrap – Responsive WordPress Theme,"Twitter Bootstrap is powerful front-end framework for faster and easier web development. Its fully responsive, sleek and intuitive. Opencodez has taken efforts to bring a responsive wordpress theme using this framework. As",Pavan,2013,Sep 20,https://www.opencodez.com/free-wordpress-themes/openstrap-responsive-wordpress-theme.htm,https://www.opencodez.com/wp-content/uploads/2013/09/screenshot.png
Free Simple WordPress Theme – Awakening,Opencodez Team release another free wordpress theme Awakening. The theme is developed on top of Zurbs Foundation Responsive Framework that means the theme will look great on any device be,Pavan,2013,Aug 27,https://www.opencodez.com/web-development/free-simple-wordpress-theme.htm,https://www.opencodez.com/wp-content/uploads/2013/08/screenshot-1.png
How to add a Widget to WordPress,Many WordPress Themes come Widget Ready that boosts functionality of a site considerably. These widget ready platform saves a lot of time of webmaster to search for plugins and install,Pavan,2013,Jul 3,https://www.opencodez.com/web-development/how-to-add-a-widget-to-wordpress.htm,https://www.opencodez.com/wp-content/uploads/2014/03/wordpress-plugins1.jpg
Write Config File in Java,Most of the time we use properties file only to load some fairly static values that are used across the project. Some one once asked me whether I have any,Pavan,2013,Jun 25,https://www.opencodez.com/java/write-config-file-in-java.htm,https://www.opencodez.com/wp-content/uploads/2013/06/java-development.jpg
How to add Options Framework to WordPress Theme,"When a WordPress Theme developer takes up any new theme development, he has to think about some neat and unique design and what all features he is going to offer",Pavan,2013,Jun 6,https://www.opencodez.com/web-development/how-to-add-options-framework-to-wordpress-theme.htm,https://www.opencodez.com/wp-content/uploads/2013/06/Options-image.jpg
Build a Web service using PHP,"Web services provide a standard means of communication between different software applications, running on a variety of platforms and/or frameworks. Web services plays important role in any SOA architecture. I",Pavan,2013,Apr 10,https://www.opencodez.com/php/build-a-web-service-using-php.htm,https://www.opencodez.com/wp-content/uploads/2013/04/php-development.jpg
Quartz – Java Job Scheduling Service,"Most of the Java Projects, Enterprise Applications need some form of scheduling every now and then. People try to implement in number of ways like Timer, EJB etc. In one",Pavan,2013,Feb 22,https://www.opencodez.com/java/quartz-java-job-scheduling-service.htm,https://www.opencodez.com/wp-content/uploads/2013/02/quartz.jpg
Oracle SQL Command Handbook,Every developer works with database in some form or other. Either he directly gets involved with PL/SQL Programming where he writes huge procedures and functions or some times he ends,Pavan,2013,Feb 12,https://www.opencodez.com/oracle/oracle-sql-command-handbook.htm,https://www.opencodez.com/wp-content/uploads/2017/02/Oracle-PL-SQL.png
Java Design Patterns List,Here is the list of Java Design Patterns. Each pattern is explained in detail with example and sample code. Hope you find this helpful. Creational Java Design Patterns Abstract Factory,Pavan,2010,Jul 3,https://www.opencodez.com/java/java-design-patterns-list.htm,https://www.opencodez.com/wp-content/uploads/2010/07/java-desgin-patterns.png
Most important Core Java Interview Questions – I,"Being in IT industry for almost 15 years, I have come across some most important Core Java Interview questions, which are frequently asked in most of the interviews by MNCs. Based",Pavan,2010,May 24,https://www.opencodez.com/java/core-java-interview-questions-i.htm,https://www.opencodez.com/wp-content/uploads/2010/05/interview-questions.jpg
Object oriented concepts – Java,Q: What are basic OOPS Concepts? A: – Inheritance : When a child class acquires all the methods and properties of parent class it is called inheritance. Java supports inheritance either,Pavan,2010,May 24,https://www.opencodez.com/java/polymorphism-in-java.htm,https://www.opencodez.com/wp-content/uploads/2010/05/Object-Oriented.png
Java Sorting using Comparator,"Lets see how we can sort our Employee objects using different criteria like id, name, salary. SortTest remains the main class that will perform creating and filling objects for us.",Pavan,2010,May 24,https://www.opencodez.com/java/java-sorting-using-comparator.htm,https://www.opencodez.com/wp-content/uploads/2010/05/Java-Sorting.png
Java Sorting using Comparable,In Java you can do sorting by implementing 2 interfaces 1) Comparable 2) Comparator Here we will see sorting example using Comparable Interface. As an example we will be sorting,Pavan,2010,May 24,https://www.opencodez.com/java/java-sorting-using-comparable.htm,https://www.opencodez.com/wp-content/uploads/2010/05/Java-Sorting.png
Get all urls from a web page – Simple Web Crawler,Here I’m going to post a class that will extract all valid URLs from a web page.  The example can be treated as a basic web crawler. My class uses,Pavan,2009,Jul 11,https://www.opencodez.com/java/get-all-urls-from-a-web-page.htm,https://www.opencodez.com/wp-content/uploads/2009/07/Java-Crawler.jpg
How to Read Config File in Java – With Actual Class Example rovided,In my last post I mentioned “Config Class”couple of times.. here you will see actual class and its usage. The class is very simple. We just need to provide proper,Pavan,2009,Jul 11,https://www.opencodez.com/java/read-config-file-in-java.htm,https://www.opencodez.com/wp-content/uploads/2013/06/java-development.jpg
Connect to MySQL in Java,"It’s been too long, I didnt get time to post anything OpenSource. So here I am again with one simple class Database, to connect to MySQL in Java. You can",Pavan,2009,Jul 7,https://www.opencodez.com/java/connect-to-mysql-in-java.htm,https://www.opencodez.com/wp-content/uploads/2016/08/Java-Mysql.jpg
Using .htaccess in XAMPP on Windows,"I googled quiet some time on using custom links for your site on windows using XAMPP. All of them suggested me to uncomment line for ‘mod_rewrite’, set AllowOverride to All.",Pavan,2009,Apr 3,https://www.opencodez.com/apache/htaccess-in-xampp-windows.htm,https://www.opencodez.com/wp-content/uploads/2009/04/htaccess.jpg
Simple Logger,"If you are programming in PHP, I bet you are using “prints and dies” to debug your code. I know its the easiest way to debug any web based program.",Pavan,2009,Mar 17,https://www.opencodez.com/php/simple-logger.htm,https://www.opencodez.com/wp-content/uploads/2009/03/php-elephant.jpg
How to generate image thumbnails in PHP,Thumbnails proves to be very useful in presenting various online and print media. Here I would like to share a simple function to generate image thumbnails in php. I used,Pavan,2009,Feb 17,https://www.opencodez.com/php/generate-image-thumbnails-in-php.htm,https://www.opencodez.com/wp-content/uploads/2009/02/php-keyboard.jpg
Create SSL Certificate and install in Xampp,"HTTPS, it’s a secure HTTP protocol. With the web becoming part of a day to day life people expect almost all application and services should be web enabled and it",Pavan,2009,Feb 14,https://www.opencodez.com/how-to-guide/ssl-certificate-and-install-in-xampp.htm,https://www.opencodez.com/wp-content/uploads/2009/02/SSL-Certificate-for-Xampp.png
Note on Software Development,"Understand the requirements: It’s often the case that you (a developer) don’t gather requirements. It’s either project manager, lead or say module owner. Requirements are gathered and handed over to",Pavan,2009,Feb 13,https://www.opencodez.com/web-development/note-on-software-development.htm,https://www.opencodez.com/wp-content/uploads/2009/02/software-development.jpg
Points you must check while installing XAMPP on Windows,"Xampp is the best option to run websites on windows. Very easy to install, manage. Good community, excellent support, nothing more is needed in Open Source Environment. It happens with",Pavan,2009,Feb 12,https://www.opencodez.com/web-server/installing-xampp-on-windows.htm,https://www.opencodez.com/wp-content/uploads/2009/02/key-points-150x100.png
Sort your tables with out an extra server trip,"Name I need back my money Jack Bauer $10.00 Chuck Noris $19.00 Superman $32.12 Name Date Money Jack Bauer 22/05/1995 12,000 Chuck Noris 22/05/2010 8,500 TOTAL 21,500 ‘Table’ is",Pavan,2009,Feb 1,https://www.opencodez.com/java-script/sort-your-tables-with-out-an-extra-server-trip.htm,https://www.opencodez.com/wp-content/uploads/2009/02/javascript-1.png
How to learn a Programming Language easily,Learning a programming language is as good as eating a cake! Basically all language have same fundamental pieces that one must understand.Â How to define variables How to call language,Pavan,2008,Dec 21,https://www.opencodez.com/how-to-guide/learning-a-programming-language.htm,https://www.opencodez.com/wp-content/uploads/2008/12/programming-languages.jpg
How to become an Efficient and Good Programmer,"I have been in the Software Industry for more than 15 years now. From my experience in development,  I can tell you to become an efficient or good programmer, you",Pavan,2008,Dec 21,https://www.opencodez.com/how-to-guide/how-to-become-a-good-programmer.htm,https://www.opencodez.com/wp-content/uploads/2008/12/programmer.jpg
